"﻿""address""",city,description,language,location/lat,location/lng,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours,phone,rank,price,state,street,totalScore,title,url,Competitor Website
"10150 Talley Ln, Houston, TX 77041",Houston,,en,29.8577817,-95.5442154,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,9 AM to 1 PM,Sunday,Closed,(832) 566-8447,15,,Texas,10150 Talley Ln,5,Universal roofing systems inc,https://www.google.com/maps/search/?api=1&query=Universal%20roofing%20systems%20inc&query_place_id=ChIJdQBPZJTFQIYRw8aTE7LnLfs,
"7727 Harrisburg Blvd, Houston, TX 77012",Houston,,en,29.731235,-95.2869409,Monday,7 AM to 6 PM,Tuesday,7 AM to 6 PM,Wednesday,7 AM to 6 PM,Thursday,7 AM to 6 PM,Friday,7 AM to 6 PM,Saturday,7 AM to 6 PM,Sunday,Closed,(832) 279-6931,79,,Texas,7727 Harrisburg Blvd,3.7,Valdivia Building Materials,https://www.google.com/maps/search/?api=1&query=Valdivia%20Building%20Materials&query_place_id=ChIJ1z2L3kq8QIYRzGnomuRa2n8,
"3036 Golfcrest Blvd, Houston, TX 77087",Houston,,en,29.6992996,-95.3061818,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(713) 643-2719,49,,Texas,3036 Golfcrest Blvd,5,Villela Construction Inc,https://www.google.com/maps/search/?api=1&query=Villela%20Construction%20Inc&query_place_id=ChIJv-V-6eO9QIYR38qkddOGQ30,
"2214 Center St, Houston, TX 77007",Houston,,en,29.7692029,-95.3811901,Monday,6 AM to 9 PM,Tuesday,6 AM to 9 PM,Wednesday,6 AM to 9 PM,Thursday,6 AM to 9 PM,Friday,6 AM to 9 PM,Saturday,8 AM to 8 PM,Sunday,8 AM to 8 PM,(346) 639-2120,48,,Texas,2214 Center St,5,Water Damage Restoration in Houston,https://www.google.com/maps/search/?api=1&query=Water%20Damage%20Restoration%20in%20Houston&query_place_id=ChIJnVQjmUjHQIYRjrjyUeGia98,
"5449 W Orem Dr, Houston, TX 77045",Houston,,en,29.6267029,-95.4640296,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(346) 810-6917,5,,Texas,5449 W Orem Dr,4.9,Williams Brothers Roofing & Construction,https://www.google.com/maps/search/?api=1&query=Williams%20Brothers%20Roofing%20%26%20Construction&query_place_id=ChIJFcDh0PzrQIYRICfbD2kM94s,
"721 Brollier St, Houston, TX 77054",Houston,,en,29.6736253,-95.3933205,Monday,8 AM to 8 PM,Tuesday,8 AM to 8 PM,Wednesday,8 AM to 8 PM,Thursday,8 AM to 8 PM,Friday,8 AM to 8 PM,Saturday,8 AM to 8 PM,Sunday,Closed,(730) 283-3296,17,,Texas,721 Brollier St,,Workforce Roofing & Supply,https://www.google.com/maps/search/?api=1&query=Workforce%20Roofing%20%26%20Supply&query_place_id=ChIJ2ZRL1dKVQIYR-ACNGQNN02c,
"5803 Gulf Fwy, Houston, TX 77023",Houston,,en,29.7173179,-95.3172124,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Open 24 hours,(936) 209-7110,4,,Texas,5803 Gulf Fwy,4.9,Wright Brothers Roofing,https://www.google.com/maps/search/?api=1&query=Wright%20Brothers%20Roofing&query_place_id=ChIJs38C2f-_QIYRSJ22nrjFS-k,
"8950 Westpark Dr #117, Houston, TX 77074",Houston,,en,29.7218064,-95.5221065,Monday,Open 24 hours,Tuesday,Open 24 hours,Wednesday,Open 24 hours,Thursday,Open 24 hours,Friday,Open 24 hours,Saturday,Open 24 hours,Sunday,Closed,(832) 665-3280,30,,Texas,8950 Westpark Dr #117,,Y&C roofing and restoration,https://www.google.com/maps/search/?api=1&query=Y%26C%20roofing%20and%20restoration&query_place_id=ChIJC53oOP3DQIYRId59yeHgtsk,
"2511 Mann St, Houston, TX 77093",Houston,,en,29.832274,-95.3464681,Monday,7 AM to 8 PM,Tuesday,7 AM to 8 PM,Wednesday,7 AM to 8 PM,Thursday,7 AM to 8 PM,Friday,7 AM to 8 PM,Saturday,7 AM to 8 PM,Sunday,Closed,(832) 215-4101,34,,Texas,2511 Mann St,4,e&m roofing,https://www.google.com/maps/search/?api=1&query=e%26m%20roofing&query_place_id=ChIJqTPR8LG5QIYRVITwe1VKCy0,
"12337 S Main St, Houston, TX 77035",Houston,,en,29.6469101,-95.4596913,Monday,9 AM to 5 PM,Tuesday,9 AM to 5 PM,Wednesday,9 AM to 5 PM,Thursday,9 AM to 5 PM,Friday,9 AM to 5 PM,Saturday,9 AM to 5 PM,Sunday,Closed,(832) 287-8584,74,,Texas,12337 S Main St,,llremodeling,https://www.google.com/maps/search/?api=1&query=llremodeling&query_place_id=ChIJK1CrV-7rQIYRz_qYMbFdchc,
"5837 Shirley Ln, Humble, TX 77396",Humble,,en,29.9451355,-95.3016457,Monday,7 AM to 10 PM,Tuesday,7 AM to 10 PM,Wednesday,7 AM to 10 PM,Thursday,7 AM to 10 PM,Friday,7 AM to 10 PM,Saturday,8 AM to 10 PM,Sunday,7 AM to 9 PM,(855) 521-1289,4,,Texas,5837 Shirley Ln,,Hasling Roofing and Gutters,https://www.google.com/maps/search/?api=1&query=Hasling%20Roofing%20and%20Gutters&query_place_id=ChIJf_gYGQ2xQIYR6tGmT3tRFRM,https://www.elevationroofing.com/
"7083 Chasewood Dr, Missouri City, TX 77489",Missouri City,,en,29.6052412,-95.4955403,Monday,5 AM to 7 PM,Tuesday,5 AM to 7 PM,Wednesday,5 AM to 7 PM,Thursday,5 AM to 7 PM,Friday,5 AM to 7 PM,Saturday,5 AM to 7 PM,Sunday,5 AM to 7 PM,(832) 348-7291,46,,Texas,7083 Chasewood Dr,5,Picture Perfect Home Services,https://www.google.com/maps/search/?api=1&query=Picture%20Perfect%20Home%20Services&query_place_id=ChIJAeIb0EHpQIYRhp8JjuYa-xA,https://www.elevationroofing.com/
